"Level","#","Label","Definition","Correct","Attempts","Score %","Part of Speech","Gender"
52,21,"L'avion
un avion
avion","Plane, aircraft (masc)",,,,"noun","masc"
52,22,"Décoller","To take off
take off",,,,"verb",
52,23,"Le décollage","Take-off (Noun) (Dé...)",,,,,
52,24,"Le vol","Flight; theft",,,,,
52,25,"Le pilote
un pilote
pilote","Pilot",,,,"noun","masc"
52,26,"L'hôtesse de l'air","Flight attendant (Hôt…)",,,,,
52,27,"Le steward","(Male equivalent of hôtesse de l'air)",,,,,
52,28,"Le passager
un passager
passager","Passenger",,,,"noun","masc"
52,29,"Atterrir","To land (Att…)",,,,,
52,30,"L'atterrissage","Landing",,,,,
52,31,"Athènes","Athens (I think this doesn't go with a definite article)",,,,,
52,32,"Moscou","Moscow",,,,,
52,33,"Bucarest","Bucharest",,,,,
52,34,"Varsovie","Warsaw",,,,,
52,35,"Vienne","Vienna",,,,,
52,36,"Londres","London",,,,,
52,37,"Lisbonne","Lisbon",,,,,
52,38,"Bruxelles","Brussels",,,,,
53,1,"Allemand
allemande","German (Adj)",,,,"adjective",
53,2,"Américain
américaine","American (Adj)",,,,"adjective",
53,3,"Birman","Burmese (Adj)",,,,"adjective",
53,4,"Écossais","Scottish (Adj)",,,,"adjective",
53,5,"Israélien","Israeli (Adj)",,,,"adjective",
53,6,"Japonais
japonaise","Japanese (Adj)",,,,"adjective",
53,7,"Anglais
anglaise","English (Adj)",,,,"adjective",
53,8,"Australien","Australian (Adj) (Masc)",,,,"adjective",
53,9,"Britannique","British (Adj)",,,,"adjective",
53,10,"Belge","Belgian (Adj)",,,,"adjective",
53,11,"Cambodgien","Cambodian (Adj)",,,,"adjective",
53,12,"Mauricien","Mauritian (Adj)",,,,"adjective",
53,13,"Malaisien","Malaysian (Adj)",,,,"adjective",
53,14,"Canadien
canadienne","Canadian (Adj)",,,,"adjective",
53,15,"Portugais
portugaise","Portuguese (Adj)",,,,"adjective",
53,16,"Singapourien","Singaporean (Adj)",,,,"adjective",
53,17,"Suédois
suédoise","Swedish (Adj)",,,,"adjective",
53,18,"Coréen","Korean (Adj)",,,,"adjective",
53,19,"Indien
indienne","Indian (Adj)",,,,"adjective",
53,20,"Indonésien","Indonesian (Adj)",,,,"adjective",
53,21,"Vietnamien","Vietnamese (Adj)",,,,"adjective",
53,22,"Vénézuélien","Venezuelan (Adj)",,,,"adjective",
53,23,"Néerlandais
néerlandaise","Dutch (Adj) (Né...)",,,,"adjective",
53,24,"Suisse","Swiss (Adj)",,,,"adjective",
53,25,"Thaïlandais","Thai (Adj)",,,,"adjective",
53,26,"Philippin","Filipino (Adj)",,,,"adjective",
53,27,"Mexicain
mexicaine","Mexican (Adj)",,,,"adjective",
53,28,"Marocain
marocaine","Moroccan (Adj)",,,,"adjective",
53,29,"Néo-Zélandais","New Zealand, New Zealander (Adj)",,,,"adjective",
53,30,"Polonais
polonaise","Polish (Adj)",,,,"adjective",
53,31,"Russe","Russian (Adj)",,,,"adjective",
53,32,"Sénégalais","Senegalese (Adj)",,,,"adjective",
53,33,"Irlandais
irlandaise","Irish (Adj)",,,,"adjective",
53,34,"Européen
européenne","European (Adj)",,,,"adjective",
53,35,"Brésilien","Brazilian (Adj)",,,,"adjective",
53,36,"Asiatique","Asian (Adj)",,,,"adjective",
53,37,"Algérien
algérienne","Algerian (Adj)",,,,"adjective",
53,38,"Biélorusse","Belarusian (Adj)",,,,"adjective",
53,39,"Croate","Croatian (Adj)",,,,"adjective",
53,40,"Slovène","Slovenian (Adj)",,,,"adjective",
53,41,"Serbe","Serbian (Adj)",,,,"adjective",
53,42,"Bosniaque","Bosniak (Adj)",,,,"adjective",
53,43,"Macédonien","Macedonian (Adj)",,,,"adjective",
53,44,"Monténégrin","Montenegrin (Adj)",,,,"adjective",
53,45,"Albanais
albanaise","Albanian (Adj)",,,,"adjective",
53,46,"Grec","Greek (Adj)",,,,"adjective",
53,47,"Hongrois","Hungarian (Adj) (Ho…)",,,,"adjective",
53,48,"Bulgare","Bulgarian (Adj)",,,,"adjective",
53,49,"Roumain","Romanian (Adj)",,,,"adjective",
53,50,"Ukrainien","Ukranian (Adj)",,,,"adjective",
53,51,"Soudanais","Sudanese (Adj)",,,,"adjective",
53,52,"Arabe","Arabic (Adj)",,,,"adjective",
53,53,"Égyptien
égyptienne","Egyptian (Adj)",,,,"adjective",
53,54,"Gallois","Welsh (Adj)",,,,"adjective",
53,55,"Slave","Slavic (Adj)",,,,"adjective",
53,56,"Sud-soudanais","South Sudanese (Adj)",,,,"adjective",
53,57,"Éthiopien","Ethiopian (Adj)",,,,"adjective",
53,58,"Norvégien","Norwegian (Adj)",,,,"adjective",
53,59,"Islandais","Icelandic (Adj)",,,,"adjective",
53,60,"Groenlandais","Greenlandic (Adj)",,,,"adjective",
53,61,"Sud-américain","South American (Adj)",,,,"adjective",
53,62,"Nord-américain","North American (Adj)",,,,"adjective",
53,63,"Romain","Roman (Adj)",,,,"adjective",
53,64,"Chinois
chinoise","Chinese (Adj)",,,,"adjective",
54,1,"La tâche","Task",,,,,
54,2,"Le jeu
un jeu
jeu","Game; play (at a theatre)",,,,"noun","masc"
54,3,"Le jouet
un jouet
jouet","Toy",,,,"noun","masc"
54,4,"Réussir","To succeed
succeed",,,,"verb",
54,5,"Corriger","To correct
correct",,,,"verb",
54,6,"Les vacances
vacances
des vacances","Holiday
vacation
holidays",,,,"noun plural","fem"
54,7,"Le bouchon
un bouchon
bouchon","Traffic jam (B...)",,,,"noun","masc"
54,8,"Le parc d'attractions","Amusement park",,,,,
54,9,"L'autoroute
une autoroute
autoroute","Motorway, highway, freeway",,,,"noun","fem"
54,10,"Certainement","Certainly (with certainty, without doubt) (Adv)
for sure",,,,"adverb",
54,11,"La sieste
une sieste
sieste","Nap",,,,"noun","fem"
54,12,"La peinture
une peinture
peinture","Painting (not tableau)",,,,"noun","fem"
54,13,"Vivement","Forcefully, vigorously (Adv) (Viv…)",,,,,
54,14,"Croire","To believe
believe",,,,"verb",
54,15,"Sourire","To smile
smile",,,,"verb",
54,16,"Réparer","To repair
repair
to fix
fix",,,,"verb",
54,17,"Le mode subjonctif","The subjunctive mood",,,,,
54,18,"Le chômage
un chômage
chômage","Unemployment
joblessness",,,,"noun","masc"
54,19,"L'employeur
un employeur
employeur","Employer",,,,"noun","masc"
54,20,"Le travail
travail
un travail","Work, job, task",,,,"noun","masc"
54,21,"Tous les jours","Every day (Tous les j...)",,,,,
54,22,"Chercher","To look for (Ch...)
look for
to search for
search for
seek
seek",,,,"verb",
54,23,"Le chercheur
chercheur
un chercheur","Researcher",,,,"noun","masc"
54,24,"L'entretien
un entretien
entretien","Interview (for a job)
interview",,,,"noun","masc"
54,25,"L'embauche
une embauche
embauche","Hiring",,,,"noun","fem"
54,26,"Embaucher","To hire
hire",,,,"verb",
54,27,"La chance
une chance
chance","Chance, luck",,,,"noun","fem"
55,1,"Avoir mal à…","To have an ache in…, to hurt (Avoir…)",,,,,
55,2,"Avoir mal à la tête","To have a headache",,,,,
55,3,"Avoir mal aux dents","To have a toothache",,,,,
55,4,"Être malade","To be sick",,,,,
55,5,"Avoir la grippe","To have the flu",,,,,
55,6,"Avoir de la fièvre","To have a fever",,,,,
55,7,"Être enrhumé","To have a cold",,,,,
55,8,"Vomir","To throw up
throw up
to vomit
vomit",,,,"verb",
55,9,"Tousser","To cough",,,,,
55,10,"Saigner","To bleed",,,,,
55,11,"S'évanouir","To faint",,,,,
55,12,"Éternuer","To sneeze",,,,,
55,13,"Avoir mal au ventre","To have a bellyache",,,,,
55,14,"Avoir mal partout","To ache all over",,,,,
55,15,"Avoir des maux de cœur","To feel sick, nauseous",,,,,
56,1,"Poliment","Politely (Adv)",,,,,
56,2,"Constamment","Constantly, endlessly (Adv)",,,,"adverb",
56,3,"Récemment","Recently, lately (Adv)
not long ago",,,,"adverb",
56,4,"Précisément","Precisely",,,,"adverb",
56,5,"Gentiment","Nicely, friendly, kindly (Adv) (G...)",,,,,
56,6,"Mauvais
mauvaise","Bad (Adj)",,,,"adjective",
56,7,"Mal","Badly (Adv)",,,,,
56,8,"Meilleur
meilleure
le meilleur
la meilleure","Best, better (Adj)",,,,"Adj",
56,9,"Mieux","Better (Adv)",,,,"adverb",
56,10,"Pire","Worse (Adj)",,,,,
56,11,"Pis","Worse (Adv)",,,,,
56,12,"Ainsi","Thus (Adv)",,,,"adverb",
56,13,"Complètement","Completely (Adv)
totally",,,,"adverb",
56,14,"Complètement vrai","Completely true (Com…vr…)",,,,,
56,15,"Pas possible","Not possible (Pas pos…)",,,,,
56,16,"Tellement","So much (in that manner) (Adv)",,,,"adverb",
56,17,"Il est tellement bon !","He is so good! (Il est tell… bon !)",,,,,
56,18,"Jamais","Never (Adv)",,,,"adverb",
57,1,"La tête
une tête
tête","Head",,,,"noun","fem"
57,2,"Le corps
un corps
corps","Body",,,,"noun","masc"
57,3,"Le bras
un bras
bras","Arm",,,,"noun","masc"
57,4,"La jambe
une jambe
jambe","Leg",,,,"noun","fem"
57,5,"La poitrine
une poitrine
poitrine","Chest, breast, bosom",,,,"noun","fem"
57,6,"Le ventre
un ventre
ventre","Stomach (V...)",,,,"noun","masc"
57,7,"L'épaule
une épaule
épaule","Shoulder",,,,"noun","fem"
57,8,"Le coude
un coude
coude","Elbow",,,,"noun","masc"
57,9,"Le poignet
poignet
un poignet","Wrist",,,,"noun","masc"
57,10,"La main
main
une main","Hand",,,,"noun","fem"
57,11,"Le doigt
un doigt
doigt","Finger",,,,"noun","masc"
57,12,"Le genou
un genou
genou","Knee",,,,"noun","masc"
57,13,"Le pied
un pied
pied","Foot",,,,"noun","masc"
57,14,"L'orteil","Toe",,,,,
57,15,"L'œil","Eye; eye (of a needle); glyph",,,,,
57,16,"Les yeux","Eyes (plural of œil)",,,,,
57,17,"Les œils","(Plural of œil as the eye of a needle or as a glyph, 'les yeux' is for the anatomical eye)",,,,,
57,18,"La bouche","Mouth",,,,"noun","fem"
57,19,"La dent","Tooth",,,,,
57,20,"La langue
une langue
langue","Tongue; language",,,,"noun","fem"
57,21,"Le nez
un nez
nez","Nose",,,,"noun","masc"
57,22,"L'oreille
une oreille
oreille","Ear",,,,"noun","fem"
57,23,"Le cou
un cou
cou","Neck",,,,"noun","masc"
57,24,"Les cheveux
cheveux
des cheveux","Hair",,,,"noun plural","masc"
57,25,"Le cheveu","A headhair (still with definite article)",,,,,
57,26,"L'ongle","Nail (Masc.)",,,,,
57,27,"Le poumon
un poumon
poumon","Lung",,,,"noun","masc"
57,28,"L'estomac","Stomach",,,,,
57,29,"Le cœur","Heart",,,,,
57,30,"Le foie
un foie
foie","Liver",,,,"noun","masc"
57,31,"L'intestin","Intestine",,,,,
57,32,"L'os","Bone (Masc.)",,,,,
57,33,"Le crâne
un crâne
crâne","Skull, cranium",,,,"noun","masc"
57,34,"Le muscle
un muscle
muscle","Muscle",,,,"noun","masc"
57,35,"Le cerveau
un cerveau
cerveau","Brain",,,,"noun","masc"
57,36,"La rate","Spleen",,,,,
57,37,"L'utérus","Womb",,,,,
57,38,"Le nombril","Navel, belly button",,,,,
57,39,"Debout","Standing (Adv)",,,,"adverb",
57,40,"Assis","Sat, seated (Adj)",,,,,
57,41,"Couché","Laying, lying down, in bed (Adj)",,,,,
57,42,"À genoux","Kneeling",,,,,
57,43,"Accroupir","To crouch, squat",,,,,
58,1,"Par cœur","By heart",,,,,
58,2,"Autrement dit","In other words (Aut...di...)",,,,,
58,3,"En d'autres termes","In other words (En d'a...t...)",,,,,
58,4,"De temps en temps","From time to time, once in a while (De te...en t...)",,,,,
58,5,"Retrouver","(transitive) To go back to, to return to (Retrou...)",,,,,
58,6,"Appuyer","To press; to support (App...)
press
to press down
press down",,,,"verb",
58,7,"Payer","To pay
pay",,,,"verb",
58,8,"Le hochet","Rattle (baby's toy)",,,,,
58,9,"L'adolescent
un adolescent
adolescent","Teenager, adolescent",,,,"noun","masc"
58,10,"Le flic","(slang, derogatory) copper, pig, rozzer; (police officer) (Fl…)",,,,,
58,11,"Les flics","The cops",,,,,
58,12,"Faire l'école buissonnière","To skip classes",,,,,
58,13,"Danser","To dance
dance",,,,"verb",
58,14,"Dormir","To sleep
sleep",,,,"verb",
58,15,"Combattre
se battre","To fight
fight",,,,"verb",
58,16,"Rompre","To break up
break up",,,,"verb",
58,17,"Rejoindre","To meet, to join
meet
join",,,,"verb",
58,18,"Peindre","To paint
paint",,,,"verb",
58,19,"Vaincre","To defeat
defeat",,,,"verb",
58,20,"Les nouvelles","News (Nouv…)",,,,,
58,21,"L'actualité
une actualité
actualité","Current events
current affairs",,,,"noun","fem"
58,22,"Le voleur
un voleur
voleur","Thief",,,,"noun","masc"
58,23,"L'incendie
un incendie
incendie","Fire",,,,"noun","masc"
58,24,"Le vandalisme
un vandalisme
vandalisme","Vandalism",,,,"noun","masc"
58,25,"L'acte de terrorisme","Act of terrorism",,,,,
58,26,"La criminalité
une criminalité
criminalité","Crime",,,,"noun","fem"
58,27,"L'élection présidentielle","Presidential election",,,,,
58,28,"Le sénateur
un sénateur
sénateur","Senator",,,,"noun","masc"
58,29,"Le sénat","Senate",,,,,
58,30,"Le gouvernement
un gouvernement
gouvernement","Government",,,,"noun","masc"
58,31,"Gouverner","To govern
govern",,,,"verb",
58,32,"Le président
un président
président","President",,,,"noun","masc"
58,33,"Le ministre
un ministre
ministre","Minister",,,,"noun","masc"
58,34,"Généreux","Generous (Adj)",,,,,
58,35,"Gentil","Helpful, kind (Adj) (G…)",,,,,
58,36,"Vilain","Ugly (Adj) (V…)",,,,,
58,37,"Laid
laide","Ugly (Adj) (L...)",,,,"adjective",
58,38,"Court","Short (Adj)",,,,,
58,39,"Affreux
affreuse","Dreadful (Adj)",,,,"adjective",
58,40,"Méchant
méchante","Mean (Adj)",,,,"adjective",
58,41,"Pauvre","Poor (Adj)",,,,"adjective",
58,42,"Riche","Rich (Adj)",,,,"adjective",
58,43,"Est
l'est","East",,,,"noun","masc"
58,44,"Sud
le sud","South",,,,"noun","masc"
58,45,"Ouest
l'ouest","West",,,,"noun","masc"
58,46,"Nord
nord","North",,,,"noun","masc"
59,1,"L'Afghanistan","Afghanistan",,,,,
59,2,"L'Afrique du Sud","South Africa",,,,,
59,3,"L'Arabie saoudite","Saudi Arabia",,,,,
59,4,"Les Bahamas","The Bahamas",,,,,
59,5,"L'Argentine","Argentina",,,,,
59,6,"L'Angleterre","England",,,,,
59,7,"Le Cambodge
Cambodge","Cambodia",,,,"noun","masc"
59,8,"Les Comores","Comoro Islands",,,,,
59,9,"La Corée du Sud","South Korea",,,,,
59,10,"La Côte d'Ivoire","Ivory Coast",,,,,
59,11,"La Belgique","Belgium",,,,,
59,12,"L'Autriche","Austria",,,,,
59,13,"L'Allemagne","Germany",,,,,
59,14,"Le Danemark","Denmark",,,,,
59,15,"L'Écosse","Scotland",,,,,
59,16,"L'Égypte","Egypt",,,,,
59,17,"La Grèce","Greece",,,,,
59,18,"L'Inde","India",,,,,
59,19,"Le Cameroun","Cameroon",,,,,
59,20,"Le Chili","Chile",,,,,
59,21,"Le Cap-Vert","Cape Verde",,,,,
59,22,"La Chine","China",,,,,
59,23,"L'Islande","Iceland",,,,,
59,24,"L'Irlande","Ireland",,,,,
59,25,"La Finlande","Finland",,,,,
59,26,"Les Émirats arabes unis","United Arab Emirates",,,,,
59,27,"L'Espagne","Spain",,,,,
59,28,"Le Congo","Congo",,,,,
59,29,"Le Canada","Canada",,,,,
59,30,"La Croatie","Croatia",,,,,
59,31,"Le Brésil","Brazil",,,,,
59,32,"L'Arménie","Armenia",,,,,
59,33,"Les États-Unis d'Amérique","The United States of America",,,,,
59,34,"La Géorgie","Georgia",,,,,
59,35,"La Transnistrie","Transnistria",,,,,
59,36,"La Moldavie","Moldova",,,,,
59,37,"L'Italie","Italy",,,,,
59,38,"Le Japon","Japan",,,,,
59,39,"La Jordanie","Jordan",,,,,
59,40,"Le Koweït","Kuwait",,,,,
59,41,"Le Liban","Lebanon",,,,,
59,42,"La Libye","Libya",,,,,
59,43,"Madagascar","Madagascar (DOESN'T GO WITH DEFINITE ARTICLE)",,,,,
59,44,"La Macédoine","Macedonia",,,,,
59,45,"La Lituanie","Lithuania",,,,,
59,46,"Le Mexique","Mexico",,,,,
59,47,"Le Maroc","Morocco",,,,,
59,48,"Le Nigéria","Nigeria",,,,,
59,49,"La Nouvelle-Zélande","New Zealand",,,,,
59,50,"L'Ouganda","Uganda",,,,,
59,51,"La Papouasie-Nouvelle-Guinée","Papua New Guinea",,,,,
59,52,"Le Pays de Galles","Wales",,,,,
59,53,"Les Pays-Bas","The Netherlands",,,,,
59,54,"La Suisse","Switzerland",,,,,
59,55,"Porto Rico","Puerto Rico",,,,,
59,56,"La République tchèque","Czech Republic",,,,,
59,57,"La Roumanie","Romania",,,,,
59,58,"Le Royaume-Uni","The United Kingdom",,,,,
59,59,"Le Salvador","El Salvador",,,,,
59,60,"La Slovaquie","Slovakia",,,,,
59,61,"La Slovénie","Slovenia",,,,,
59,62,"Le Soudan","Sudan",,,,,
59,63,"La Syrie","Syria",,,,,
59,64,"Le Tchad","Chad",,,,,
59,65,"La Turquie","Turkey (T…)",,,,,
59,66,"La Tunisie","Tunisia",,,,,
59,67,"La Yougoslavie","Yugoslavia",,,,,
59,68,"La Hongrie","Hungary",,,,,
59,69,"La Communauté d'Afrique de l'Est","East African Community",,,,,
59,70,"La Fédération d'Afrique de l'Est","East African Federation",,,,,
59,71,"L'Union soviétique","Soviet Union",,,,,
59,72,"L'Union européenne","European Union",,,,,
60,1,"L’Organisation internationale de la francophonie","Organisation internationale de la Francophonie",,,,,
60,2,"La France
France","France",,,,"noun","fem"
60,3,"L'Andorre","Andorra",,,,,
60,4,"La Belgique","Belgium",,,,,
60,5,"Le Bénin","Benin",,,,,
60,6,"Le Burkina Faso","Burkina Faso",,,,,
60,7,"Le Burundi","Burundi",,,,,
60,8,"L’Indochine française","French Indochina",,,,,
60,9,"Le Cambodge
Cambodge","Cambodia",,,,"noun","masc"
60,10,"Le Cameroun","Cameroon",,,,,
60,11,"La République centrafricaine","Central African Republic",,,,,
60,12,"RCA","CAR",,,,,
60,13,"Le Tchad","Chad",,,,,
60,14,"Les Comores","Comoro Islands",,,,,
60,15,"Le Gabon","Gabon",,,,,
60,16,"La Guinée équatoriale","Equatorial Guinea",,,,,
60,17,"L'Égypte","Egypt",,,,,
60,18,"La Dominique","Dominica",,,,,
60,19,"Djibouti","Djibouti",,,,,
60,20,"La Côte d’Ivoire","Ivory Coast",,,,,
60,21,"La république du Congo","Republic of Congo",,,,,
60,22,"La république démocratique du Congo","Democratic Republic of Congo",,,,,
60,23,"Le Vanuatu","Vanuatu",,,,,
60,24,"Le Togo","Togo",,,,,
60,25,"Les Seychelles","Seychelles",,,,,
60,26,"Le Rwanda","Rwanda",,,,,
60,27,"Le Niger","Niger",,,,,
60,28,"Le Maroc","Morocco",,,,,
60,29,"Monaco","Monaco",,,,,
60,30,"Maurice","Mauritius",,,,,
60,31,"Madagascar","Madagascar (DOESN'T GO WITH DEFINITE ARTICLE)",,,,,
60,32,"Le Mali","Mali",,,,,
60,33,"La Mauritanie","Mauritania",,,,,
60,34,"Le Liban","Lebanon",,,,,
60,35,"Le Luxembourg","Luxembourg",,,,,
60,36,"Le Laos","Laos",,,,,
60,37,"Haïti","Haiti",,,,,
60,38,"La Guinée","Guinea",,,,,
60,39,"Le Viêt Nam","Vietnam",,,,,
60,40,"La Nouvelle-Calédonie","New Caledonia",,,,,
61,1,"Rien
un rien","Nothing (Pronoun)",,,,"noun","masc"
61,2,"Quelque chose","Something (Pronoun)",,,,,
61,3,"Quelqu'un","Someone, somebody, anyone, anybody (Pronoun)",,,,,
61,4,"Tout","Everything (Pronoun)",,,,,
61,5,"Tout le monde","Everyone, everybody (Pronoun)",,,,,
61,6,"Plus tard","Later",,,,,
61,7,"Plus tôt","Earlier",,,,,
61,8,"Personne","(with ne) no one, nobody (Pronoun)",,,,,
61,9,"Jamais","(with ne) never; ever (Adv)",,,,,
61,10,"Parfois","Sometimes (Adv)",,,,,
61,11,"Toujours","Always (Adv) (Tou…)",,,,,
61,12,"Pour toujours","Forever (Adv) (Po…to…)",,,,,
62,1,"Septante","(Belgium, Switzerland, Congo, Acadian, Savoy) seventy",,,,,
62,2,"Octante","(archaic) eighty (Oct…)",,,,,
62,3,"Huitante","(obsolete outside Vaud, Valais and Fribourg in Switzerland, and other dialects:, Acadian) eighty (Hui…)",,,,,
62,4,"Nonante","(Switzerland, Belgium, Congo, Rwanda, Acadian) ninety",,,,,
62,5,"Septantième","(Ordinal form of septante)",,,,,
62,6,"Octantième","(Ordinal form of octante)",,,,,
62,7,"Huitantième","(Ordinal form of huitante)",,,,,
62,8,"Nonantième","(Ordinal form of nonante)",,,,,
62,9,"Septantaine
La septantaine","(Approximate form of septante)",,,,,
62,10,"Octantaine
L'octantaine","(Approximate form of octante)",,,,,
62,11,"Huitantaine
La huitantaine","(Approximate form of huitante)",,,,,
62,12,"Nonantaine
La nonantaine","(Approximate form of nonante)",,,,,
63,1,"Veuillez","(Second-person plural imperative of vouloir)",,,,,
63,2,"Répéter","To repeat
repeat",,,,"verb",
63,3,"Ceci","This (Pronoun) (Cec...)
that",,,,"pronoun",
63,4,"Épeler","To spell (É…)",,,,,
63,5,"Occupé","Busy; taken; occupied (Adj) (Oc…)",,,,,
63,6,"L'amitié
une amitié
amitié","Friendship, amity",,,,"noun","fem"
63,7,"Patienter","To be patient; to wait patiently",,,,,
63,8,"L'argent
argent","Money; silver",,,,"noun","masc"
63,9,"La carte de débit","Debit card",,,,,
63,10,"Le bureau de change","Exchage office",,,,,
63,11,"Le bateau
un bateau
bateau","Boat",,,,"noun","masc"
63,12,"La climatisation","Air conditioning (La c…)",,,,,
63,13,"Le péage","(transport) toll, payment; toll booth",,,,,
63,14,"Stationner","To park (bring to a halt) (St…)",,,,,
63,15,"L'essence
une essence
essence","Petrol, gas; (philosophy, theology) essence",,,,"noun","fem"
63,16,"La douane
une douane
douane","Customs",,,,"noun","fem"
63,17,"L'avocat
un avocat
avocat","Lawyer
sollicitor
barrister
attorney",,,,"noun","masc"
63,18,"L'auberge de jeunesse","Youth hostel",,,,,
63,19,"Le terrain de camping","Campground",,,,,
63,20,"Le logement
un logement
logement","Accommodation",,,,"noun","masc"
63,21,"La réservation","Reservation, booking",,,,,
63,22,"Par avance","In advace (Par a…)",,,,,
63,23,"Fonctionner","To function
function",,,,"verb",
63,24,"La couverture
une couverture
couverture","Blanket",,,,"noun","fem"
63,25,"La serviette","Napkin",,,,,
63,26,"L'erreur","Error (feminine)",,,,,
63,27,"Les objets de valeur","Objects of value",,,,,
63,28,"Recommander","To recommend, to endorse; to command, to order (Rec…)",,,,,
63,29,"La recommandation
recommandation
une recommandation","Recommendation",,,,"noun","fem"
63,30,"Potable","Potable, drinkable; (colloquial) OK, passable. (Adj)",,,,,
63,31,"L'appartement","Apartment, flat",,,,,
63,32,"Louer","To rent
rent",,,,"verb",
63,33,"L'hospitalité","Hospitality",,,,,
63,34,"La vaisselle
une vaisselle
vaisselle","Crockery, tableware",,,,"noun","fem"
63,35,"La poubelle
une poubelle
poubelle","Rubbish; bin, trash can
garbage can
rubbish bin",,,,"noun","fem"
63,36,"Remercier","To thank (someone); (euphemistic) to fire (an employee)",,,,,
63,37,"Amicalement","Friendly (in a friendly manner) (Adv) (Am…)",,,,,
63,38,"Cordialement","Cordially; (used to end a letter) regards, yours sincerely (Adv)",,,,,
63,39,"Le commissariat de police","Police station",,,,,
63,40,"La monnaie
une monnaie
monnaie","Change (coins)",,,,"noun","fem"
63,41,"Le reçu","Receipt",,,,,
63,42,"Le sac
un sac
sac","Bag",,,,"noun","masc"
63,43,"Baisser","To lower
lower",,,,"verb",
63,44,"Le sous-vêtement","Undergarment, piece of underwear",,,,,
63,45,"Le renseignement
un renseignement
renseignement","Information
piece of information",,,,"noun","masc"
63,46,"Serré
serrée","Tight (Adj)",,,,"adjective",
63,47,"Le plan de la ville","Map of the city",,,,,
63,48,"Le guide de conversation","Phrasebook",,,,,
63,49,"Allô","(telephony) used to confirm that the person being addressed is listening, or to confirm if anyone is listening (Interjection)",,,,,
63,50,"Le chargeur","(Electrical) Charger",,,,,
63,51,"Le portable","Cell phone; laptop",,,,,
63,52,"La carte SIM","SIM card",,,,,
63,53,"L'ONU","The UN",,,,,
63,54,"L'Organisation des Nations unies","The United Nations (Organization of United Nations)",,,,,
63,55,"L'interprète","(translation studies) interpreter (as opposed to translator) (Interpreter)",,,,,
63,56,"Le collègue
un collègue
collègue","Colleague (can be male or female)",,,,"noun","masc"
63,57,"Les endroits touristiques","Tourist places",,,,,
63,58,"Le tourisme
un tourisme
tourisme","Tourism",,,,"noun","masc"
63,59,"Le plaisir
un plaisir
plaisir","Pleasure",,,,"noun","masc"
63,60,"Tutoyer","(transitive) to thou (to address (someone) using the informal second-person pronoun tu rather than the formal vous)",,,,,
63,61,"Vouvoyer","(transitive) to address someone using the formal pronoun vous rather than the informal tu, to use the V-form, to ""you"" (as opposed to ""to ""thou"""")",,,,,
63,62,"Formidable !","Tremendous!",,,,"adjective",
63,63,"Blaguer","To joke, to joke about (Bl…)",,,,,
63,64,"Le métier
un métier
métier","Trade, occupation, job",,,,"noun","masc"
63,65,"La licence","Bachelor's degree (more accurately in France Bac+3)",,,,,
63,66,"Célibataire","Single (without a life partner) (Adj)",,,,,
63,67,"Le loisir
un loisir
loisir","Leisure",,,,"noun","masc"
63,68,"Sous-titré","Subtitled (Adj)",,,,,
63,69,"Félicitations !
Félicitations!
Félicitations","Congratulations!",,,,,
63,70,"Joyeux anniversaire !
Joyeux anniversaire
Joyeux anniversaire!","Happy Birthday",,,,,
63,71,"Joyeuses Pâques !
Joyeuses Pâques!
Joyeuses Pâques","Happy Easter",,,,,
63,72,"Joyeux Noël !
Joyeux Noël!
Joyeux Noël","Merry Christmas",,,,,
63,73,"Le sommeil
un sommeil
sommeil","Sleep",,,,"noun","masc"
63,74,"Navré","Sorry! (a heartfelt apology, usually for a death, loss, etc.) (Interjection)",,,,,
63,75,"Les droits des animaux","Rights of animals",,,,,
63,76,"Grave","Serious; solemn (Adj) (Gr…)",,,,,
63,77,"La religion
religion
une religion","Religion",,,,"noun","fem"
63,78,"L'athée","Atheist",,,,,
63,79,"Le musulman
musulmane","Muslim",,,,"adjective",
63,80,"Le chrétien
chrétienne","Christian",,,,"adjective",
63,81,"Le croyant
un croyant
croyant","Believer",,,,"noun","masc"
63,82,"Le dieu
un dieu
dieu","God",,,,"noun","masc"
63,83,"Interdit
interdite","Prohibited, forbidden (Adj)",,,,"adjective",
63,84,"Le sac à dos
un sac à dos
sac à dos","Rucksack, backpack",,,,"noun","masc"
63,85,"Le portefeuille
portefeuille
un portefeuille","Wallet",,,,"noun","masc"
63,86,"L'ambassade
une ambassade
ambassade","Embassy",,,,"noun","fem"
63,87,"Le consulat","Consulate (the residency of a consul)",,,,,
63,88,"Le médecin
un médecin
médecin","Doctor, GP
general practitioner
family doctor",,,,"noun","masc"
63,89,"La fièvre jaune","Yellow fever",,,,,
63,90,"Fumer","To smoke
smoke",,,,"verb",
63,91,"Allergique","Allergic (Adj)",,,,,
63,92,"Inquiet
inquiète","Worried; anxious (Adj)",,,,"adjective",
63,93,"Faible","Weak, frail (Adj)
feeble",,,,"adjective",
63,94,"Le vertige","Dizziness, vertigo (V…)",,,,,
63,95,"La nausée","Nausea",,,,,
63,96,"Le frisson","A shiver or thrill of fright that can be strangely pleasurable, as when reading good horror fiction; An experience of intense excitement",,,,,
63,97,"La diarrhée","Diarrhea (medical condition)",,,,,
63,98,"La coutume
une coutume
coutume","Custom",,,,"noun","fem"
