Level	Label	Definition
77	Le chèche	Tagelmust (T...)
77	L’empire du Ghana	Empire of Ghana
77	Le plateau	Plateau
77	Le patrimoine mondial	World Heritage
77	Le gentilé	Demonym (G...)
77	L'Union africaine	African Union
77	La Ligue arabe	Arab League
77	L’océan Atlantique	Atlantic Ocean
77	Le point de contrôle	Checkpoint (like at a border)
77	Le salaire	Salary
77	"Le bureau
un bureau
bureau"	Desk; office
77	Le tampon de passeport	Passport stamp
77	Le cours de français	French course
77	Le niveau de langue	Language level
77	La colère	Anger
77	D'où?	From where?
77	La tristesse	Sadness
77	Sous peu	"Soon, shortly, in a moment (Adv) (S...p...)"
77	Jeune	Young (Adj)
77	La jeunesse	Youth (Je...)
77	Le musicien de rue	Street musician
77	La dislocation de la Yougoslavie	The Breakup of Yugoslavia
77	Le temps libre	Free time
77	Occupé	Busy; taken; occupied (Adj) (Oc…)
77	La balafre	Gash (on face); scar
77	La cicatrice	Scar (C...)
77	La griffe	Claw (G...)
77	Griffer	To scratch
77	Le chien errant	Stray dog
77	Le chat errant	Stray cat
77	Le footballeur	Footballer
77	La mer Adriatique	Adriatic Sea
77	La province autonome de Voïvodine	Autonomous Province of Vojvodina
77	La Slavonie	Slavonija
77	Le chant	Singing
77	Le chant de gorge	Throat singing
77	La psychologie	Psychology
77	Les feuilles de coca	Coca leaves
77	L'empathie	Empathy
77	L'apathie	Apathy
77	Ambivalent	Ambivalent (Adj)
77	Le cosmopolite	Cosmopolite
77	La position	Position
77	Le Latino	Latino
77	La cocaïne	Cocaine
77	Le système d’écriture	Writing system
78	Le manuscrit	Manuscript
78	La signature	Signature
78	Signer	(transitive) to sign (put a signature on)
78	Le gladiateur	Gladiator
78	"La traduction
une traduction
traduction"	Translation
78	Le traducteur	Translator
78	Traduisible	Translatable (Adj)
78	La traductrice	(feminine equivalent of traducteur)
78	Corriger	"To correct
correct"
78	Relire	"To proofread, to read through (look for mistakes) (R...)"
78	Le procès	Trial; lawsuit
78	Le site Web	Website
78	Sentir	To smell; to feel
78	L'odeur	"Smell, odour (feminine)"
78	Renifler	To sniff (Ren...)
78	Vénérer	To worship; to venerate (V...)
78	Amérindien	American Indian (Noun and Adjective)
78	La sieste	"Siesta, nap"
78	Le somme	Nap; doze; quick sleep (So...)
78	La capitale	"Capital, capital city"
78	Le vaisseau spatial	Spaceship
78	Le billet d'avion	Airplane ticket
78	Le pourboire	"Tip, gratuity"
78	Le lagniappe	(Louisiana) tip (extra money given to e.g. a waiter in appreciation of service)
78	Le vaudou	Voodoo
78	Le chameau	Camel
78	Le lait de chamelle	Camel milk (Lait de ch...)
78	"Le président
un président
président"	President
78	Le premier ministre	Prime minister
78	Le plus grande ville	The largest city
78	La langue officielle	Official language
78	La monnaie	Currency
78	Le fleuve	River
78	Pluriethnique	Multiethnic (Adj)
78	Le pays pluriethnique	Multiethnic country
78	Majoritairement	"Mostly, majoritarily (as a majority) (Adv) (Maj...)"
78	Peupler	To populate
78	L'arabophone	Arabophone
78	Le hassanophone	Hassanophone (speaker of Hassaniya)
78	Souligner	"(transitive) to highlight, to emphasize (put emphasis on) (Sou...)"
78	Le monastère	Monastery
78	Le moine	Monk
78	La colonisation	Colonization
78	La Mauritanie indépendante	Independent Mauritania
78	Le terrorisme	Terrorism
78	La démographie	Demography
78	L'esclavage	Slavery
78	L'éducation	Education
78	Le mariage	Marriage
78	La romanisation	Romanization
78	L'Azawad	Azawad
78	Le légionnaire	Legionnaire
78	La Légion étrangère	Foreign Legion
78	Entièrement	Entirely (Adv)
79	Saharien	Saharan (Adj)
79	Sahélien	Sahelian (Adj)
79	Le territoire	"Territory, country"
79	L'appellation	"Name, appellation"
79	Principal	Main (Adj)
79	Le Caire	Cairo
79	Alexandrie	Alexandria
79	Le smartphone	Smartphone
79	L'Empire ottoman	Ottoman Empire
79	L’Empire byzantin	Byzantine Empire
79	La voyelle longue	Long vowel
79	L'Empire romain	Roman Empire
79	Barbare	Barbaric (Adj); Barbarian (Noun)
79	Médiéval	Medieval (Adj)
79	La liturgie	Liturgy
79	Le latin ecclésiastique	Ecclesiastical Latin
79	Parfois	Sometimes (Adv)
79	Le saint	Saint
79	La prière	Prayer
79	Prendre un bain de soleil	To sunbathe
79	Le coup de soleil	Sunburn
79	Bronzer	To suntan
79	Le sable	Sand
79	La tempête de sable	Sandstorm
79	La pyramide	Pyramid
79	Sécher	To dry
79	Les yeux bleus	Blue eyes
79	Conquérir	To conquer
79	La péninsule des balkans	Balkan Peninsula
79	L'Europe centrale	Central Europe
79	La musique traditionnelle	"Folk music, traditional music"
79	Soi-disant	"So-called, supposed (so named); self-proclaimed (Adj)"
79	Le Coran	Qur'an
79	La Bible	Bible
79	Le tatouage	Tattoo
79	Le talent	Talent
79	Talentueux	Talented (Adj)
79	Sentimental	Sentimental (Adj)
79	L'émotion	"Emotion, feeling"
79	La brique	Brick
79	"La coutume
une coutume
coutume"	Custom
79	Cultivé	(usually of a person) cultured; cultivated (C…)
79	Utile	Useful (Adj)
79	Le taux de natalité	Birth rate
79	Les Pieds-noirs	The Pieds-Noirs
79	Le sac plastique	Plastic bag
79	L'ex copine	Ex girlfriend
79	La république de Raguse	The Republic of Ragusa
79	L'habitant	Inhabitant
79	"L'histoire
une histoire
histoire"	"Story, tale; history"
79	Le château	Castle
79	Le siège	Chair; seat
79	"Le tourisme
un tourisme
tourisme"	Tourism
79	Le lieu de naissance	Place of birth
79	La date de naissance	Date of birth
79	Le nom de naissance	Name at birth
79	La date de décès	Date of death
79	Le lieu de décès	Place of death
79	Le parti politique	Political party
80	L'étymologie	Etymology
80	Le dictateur	Dictator
80	La théocratie	Theocracy
80	La république islamique	Islamic Republic
80	Athée	Atheistic (Adj)
80	L'athée	Atheist
80	L'orateur	Orator
80	L'intellectuel	Intellectual
80	La culture populaire	Popular culture
80	L’américanisation	Americanization
80	L'overtourisme	Overtourism
80	L'idéalisme	Idealism
80	L'interventionnisme	Interventionism
80	"La chance
une chance
chance"	"Chance, luck"
80	Confus	Confused (Adj)
80	Bizarre	Bizarre (Adj)
80	Étrange	Strange (Adj)
80	Chanceux	"With good luck, fortunate (Adj)"
80	"La préférence
une préférence
préférence"	Preference
80	Le dégoût	Disgust
80	Dégoûter	To disgust
80	Dégoûtant	Disgusting (Adj)
80	Avaler	To swallow
80	Soutenir	To support (Sou…)
80	Le propriétaire	"Property owner, landlord"
80	Le loyer	Rent (amount of money due for renting property)
80	La bonne	Maid (B...)
80	La maîtresse	Mistress
80	La poésie	Poetry
80	La strophe	(poetry) stanza
80	Rimer	"(intransitive) to rhyme (of two words, whose final syllables are the same)"
80	La rime	Rhyme
80	Le compositeur	Composer
80	Inoubliable	Unforgettable (Adj)
80	Incroyable	Incredible (Adj)
80	Irremplaçable	Irreplaceable (Adj)
80	Impossible	Impossible (Adj)
80	Improbable	Improbable (Adj)
80	Rare	Rare (Adj)
80	Rarement	Rarely (Adv)
80	Accablant	Overwhelming (Adj)
80	L'exagération	Exaggeration
80	Exagéré	Exaggerated (Adj)
80	Le buveur	Drinker
80	Le groupe ethnique	Ethnic group
81	Le système d’écriture	Writing system
81	L’écriture arabe	Arab script
81	L’alphabet cyrillique	Cyrillic alphabet
81	L'alphabet latin	Latin alphabet
81	L'alphabet grec	Greek alphabet
81	L'alphabet glagolitique	Glagolitic alphabet
81	Le guèze	Ge'ez
81	Le n’ko	N'ko
81	Le tifinagh	Tifinagh
81	L'alphabet phénicien	Phoenician alphabet
81	L'alphabet copte	Coptic alphabet
81	L'alphabet nubien	Nubian alphabet
81	L’alphabet méroïtique	Meroitic script
81	L'alphabet adlam	Adlam alphabet
81	Le syllabaire kpelle	Kpelle syllabary
81	L'alphabet africain de référence	African Reference Alphabet
81	Les caractères chinois	Chinese characters
81	Le hangeul	Hangul
81	Les écritures du japonais	Japanese scripts
81	Les runes hongroises	Hungarian runes
81	L'alphabet phonétique international	International Phonetic Alphabet
81	L'alphabet sudarabique	South Arabian Script
81	L’alphabet arménien	Armenian alphabet
81	L’alphabet géorgien	Georgian alphabet
81	L’écriture hiéroglyphique égyptienne	Egyptian hieroglyphic script
81	L’écriture maya	Maya script
81	L’ogham	Ogham
81	La devanagari	Devanagari
81	L'alphasyllabaire thaï	Thai alphasyllabary
81	L'alphasyllabaire khmer	Khmer alphasyllabary
81	L'écriture birmane	Burmese script
81	L’alphabet hébraïque	Hebrew script
81	L’alphasyllabaire bengali	Bengali alphasyllabary
81	L'écriture tibétaine	Tibetan script
81	L'alphabet mongol traditionnel	Traditional mongolian alphabet
81	L’écriture cunéiforme	Cuneiform script
81	Les hiéroglyphes hittites	Hittite hieroglyphs
81	Le linéaire A	Linear A
81	Le linéaire B	Linear B
81	Les hiéroglyphes crétois	Cretan hieroglyphs
81	La brahmi	Brahmi script
81	Le syllabaire chypriote	Cypriot syllabary
81	Le syllabaire chypro-minoen	Cypro-Minoan syllabary
81	L’alphabet turc ottoman	Ottoman Turkish alphabet
81	Le système de numération arabo-indien	The Indo–Arabic numeral system
81	La numération romaine	Roman numeration
81	La numération maya	Maya numeration
81	La numération égéenne	Aegean numerals
81	Le vieil italique	Old Italic
81	Le syllabaire inuktitut	Inuktitut syllabics
81	Le syllabaire cherokee	Cherokee syllabary
81	Le cyrillique bosnien	Bosnian Cyrillic
81	Le cyrillique croate	Croatian Cyrillic
81	Le Hodh	"Hodh (a region of West Africa, today part of Mauritania)"
81	L'alphabet secret	Secret alphabet
81	L'alphabet secret des templiers	The secret alphabet of the Templars
81	Les alphabets secrets d'origine arabe	Secret alphabets of Arabic origin
81	Les alphabets secrets du Hodh	Secret alphabets from Hodh
81	Le syllabaire	Syllabary
81	L'alphabet consonantique	Consonantal alphabet (another word for abjad)
81	L'abjad	Abjad
81	L'abjad impur	Impure abjad
81	L'alphasyllabaire	Alphasyllabary (another word for abugida)
81	L'abugida	Abugida
81	Le semi-syllabaire	Semi-syllabary
81	Le logogramme	Logogram
81	L'écriture logographique	Logographic script
81	Le pictogramme	Pictogram
81	L'idéogramme	Ideogram
81	L'alphabet à traits	Featural alphabet
81	La digraphie	Digraphia
82	Le h aspiré	Aspirated 'h'
82	"Le héros
un héros
héros"	Hero (example of aspirated h)
82	Le hassanophone	Hassanophone (speaker of Hassaniya)
82	La halle	Hall; covered market or similar building (H…)
82	"Le hibou
un hibou
hibou"	Owl
82	Le hâbleur	"Braggart, boaster"
82	La hache	Axe
82	Le haschich	Hashish
82	Le hajj	The Hajj
82	La Haye	The Hague
82	Le hadîth	Hadith
82	Le hamster	Hamster
82	Le handball	Handball
82	Le harcèlement	Harassment
82	"La harpe
une harpe
harpe"	Harp (instrument)
82	Le hasard	Hazard; chance
82	La hâte	Haste
82	La hausse	"Rise, increase"
82	La hauteur	"Height, altitude"
82	Le haut-parleur	Loudspeaker
82	Le hiatus	Hiatus
82	Le hiéroglyphe	Hieroglyph
82	La hiérarchie	Hierarchy
82	Le hittite	Hittite
82	Le hobby	Hobby
82	Le hockey	Hockey
82	La Hollande	Holland
82	Le Honduras	Honduras
82	La Hongrie	Hungary
82	Le hoquet	(onomatopoeia) hiccup (spasm of the diaphragm)
82	La horde	Horde
82	La houka	Hookah
82	Le huguenot	Huguenot
82	Le Hulk	The Hulk
83	Ravissant	"Ravishing, delightful, entrancing (Adj) (R...)"
83	La beauté	Beauty
83	Le bonheur	Happiness
83	Le papillon	Butterfly
83	La généalogie	Genealogy
83	Le remède	Remedy
83	Le médicament	"Medicine, drug (M...)"
83	La drogue	Drug (narcotic)
83	L'influence	Influence
83	Influencer	To infuence
83	Le richard	"(informal, derogatory) rich person, moneybags, capitalist, bourgeois"
83	La cause	Cause
83	Le garde	Guard
83	Excéder	To exceed
83	La tristesse	Sadness
83	Le descendant	Descendant
83	L'ancêtre	Forefather; ancestor
83	La progéniture	"Offspring, progeny"
83	Le géniteur	"Progenitor, parent"
83	Apparenté	Related (Adj)
83	La relation	Relation; relationship
83	Le parent	"Relative, relation, family member; (in the plural) parents"
83	Le workaholique	Workaholic (W...)
83	Le bourreau de travail	Workaholic (B...)
84	Le calendrier	Calendar
84	La Terreur	The Reign of Terror
84	La Première République	The First French Republic
84	Le comité de salut public	The Committee of Public Safety
84	La société des amis de la Constitution	The Society of the Friends of the Constitution
84	Les jacobins	The Jacobins
84	Les sans-culottes	"The ""without breeches"", the common people of the lower classes in late 18th-century France"
84	Maximilien François Marie Isidore de Robespierre	(Maximilien Robespierre's full name)
84	Le royaume de France	The Kingdom of France
84	Le calendrier révolutionnaire français	The French Revolutionary Calendar
84	La Révolution française	The French Revolution
84	L'Ancien Régime	"The 'old rule', the Ancien Régime"
84	La déchristianisation	Dechristianization
84	Le culte de l'Être suprême	The Cult of the Supreme Being
84	Le culte de la Raison	The Cult of Reason
84	Le culte décadaire	The Decadary Cult
84	Le temple de la Raison	Temple of Reason
84	Le Corse	The Corsican (a byname of Napoleon)
84	Le tiers état	The Third Estate
84	La noblesse	The nobility
84	Le clergé	The clergy
84	Les États généraux	The Estates General
85	Que j'apprenne	Apprendre
85	Que je naisse	Naître
85	Que je sois	Être
85	Que j'aie	Avoir
85	Que j'aille	Aller
85	Que j'offre	Offrir
85	Que j'assoie	Asseoir (can also be que j'asseye)
85	Que je parle	Parler
85	Que j'ouvre	Ouvrir
85	Que je veuille	Vouloir
85	Que je puisse	Pouvoir
85	Que je voie	Voir
85	Que je meure	Mourir
85	Qu'il faille	Falloir
85	Que je devienne	Devenir
85	Que je doive	Devoir
85	Que je vienne	Venir
85	Que je mette	Mettre
85	Que je prenne	Prendre
85	Que je fasse	Faire
85	Que je boive	Boire
85	Que je mange	Manger
85	Que je paraisse	Paraître
85	Que je coure	Courir
85	Qu'il semble	Sembler
85	Que je parte	Partir
85	Que je sorte	Sortir
85	Que je rie	Rire
85	Que je sourie	Sourire
85	Que je comprenne	Comprendre
85	Que je conduise	Conduire
85	Que je connaisse	Connaître
85	Que je sache	Savoir
85	Que je permette	Permettre
85	Que je vive	Vivre
85	Que j'habite	Habiter
85	Que je plaise	Plaire
85	Qu'il pleuve	Pleuvoir
85	Que je construise	Construire
85	Que je lise	Lire
85	Que je vaille	Valoir
85	Que je tienne	Tenir
85	Que je reçoive	Recevoir
85	Que j'écrive	Écrire
85	Que je dise	Dire
85	Que je couvre	Couvrir
85	Que je suive	Suivre
85	Que je croie	Croire
85	Que je pense	Penser
85	Que je craigne	Craindre
85	Que je peigne	Peindre
85	Que je taise	Taire
85	Que j'acquière	Acquérir
85	Que je déçoive	Décevoir
85	Que j'instruise	Instruire
85	Que je souffre	Souffrir
85	Que je joigne	Joindre
85	Que je produise	Produire
86	Je veux	Vouloir
86	J'apprends	Apprendre
86	Je dis	Dire
86	Je nais	Naître
86	J'offre	Offrir
86	J'ouvre	Ouvrir
86	Je peux	Pouvoir
86	Je vois	Voir
86	Je meurs	Mourir
86	Il faut	Falloir
86	Je deviens	Devenir
86	Je viens	Venir
86	Je mets	Mettre
86	Je sais	Savoir
86	Je fais	Faire
86	Je prends	Prendre
86	Je bois	Boire
86	Je mange	Manger
86	Je parais	Paraître
86	Je cours	Courir
86	J'entends	Entendre
86	Il semble	Sembler
86	Je pars	Partir
86	Je sors	Sortir
86	Je ris	Rire
86	Je souris	Sourire
86	Je comprends	Comprendre
86	Je conduis	Conduire
86	Je connais	Connaître
86	Je permets	Permettre
86	Je vis	Vivre
86	J'habite	Habiter
86	Je plais	Plaire
86	Il pleut	Pleuvoir
86	Je construis	Construire
86	J'écris	Écrire
86	Je vaux	Valoir
86	Je reçois	Recevoir
86	Je couvre	Couvrir
86	Je suis	Suivre
86	Je crois	Croire
86	Je pense	Penser
86	Je crains	Craindre
86	Je peins	Peindre
86	Je tais	Taire
86	J'acquiers	Acquérir
86	Je déçois	Décevoir
86	J'instruis	Instruire
86	Je souffre	Souffrir
86	Je joins	Joindre
86	Je produis	Produire
87	Le mien	Mine
87	Le tien	Yours
87	Le sien	His/hers
87	Le nôtre	Ours
87	Le vôtre	Yours (plural)
87	Le leur	Theirs
88	Tourner un film	To make a film
88	"Ennuyeux
ennuyeuse"	"Boring, dull (Adj)"
88	"Le réalisateur
un réalisateur
réalisateur"	"Director, film maker"
88	Le metteur en scène	(Another word for film director) (M...)
88	La pièce de théâtre	Play (theatrical)
88	"Le documentaire
un documentaire
documentaire"	Documentary
88	Le scénario	Screenplay
88	La bande-annonce	Movie trailer
88	La bande-originale	Original soundtrack
88	La Bénoué	The Benue River
89	En voulant	Vouloir
89	En dormant	Dormir
89	En ayant	Avoir
89	En étant	Être
89	En sachant	Savoir
89	En choisissant	Choisir
89	En parlant	Parler
89	En mangeant	Manger
89	En gérant	Gérer
89	En payant	Payer
89	En écrivant	Écrire
89	En voyant	Voir
89	En ouvrant	Ouvrir
89	En mourant	Mourir
89	En partant	Partir
89	En souriant	Sourire
89	En sortant	Sortir
89	En comprenant	Comprendre
89	En entendant	Entendre
89	En s'entendant	Se entendre
89	En communiquant	Communiquer
90	Rien d'autre	Nothing else
90	Brûlant	Burning (Adj)
90	"L'espoir
un espoir
espoir"	"Hope, expectation, expectancy"
